Solicitação	Tipo Solicitação	Problema	Número OS BB	Bem	Item	Situação Equip.	Ag. SAG	Nome Local	LAT	Descrição Item	Número de Série	Cliente	Conta	Status	Data Abertura	Data Fechamento	Criticidade	SEMAT	Contrato	Data Resolução	Grupo	UF	
8641532	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR O CADASTRO DA QTDE DE TOMADAS LÓGICAS DOS PATCH PANELS DE DADOS, VOZ E SEGURANÇA DOS RACS DA SALA ONLINE E SUA DATA DE INSTALAÇÃO. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		0714001400040	GRPE-000004	Contratado	0714.00	CABO	CAT-RECIFE	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:50:52		3		00037/2018	02/06/2022 09:50:52	REC	PE	
8641530	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR O CADASTRO DA QTDE DE TOMADAS LÓGICAS DOS PATCH PANELS DE DADOS, VOZ E SEGURANÇA DOS RACS DA SALA ONLINE E SUA DATA DE INSTALAÇÃO. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		0711001400040	GRPE-000004	Contratado	0711.00	STA.CRUZ CAPIBARIBE	TR-CARUARU	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:50:52		2		00037/2018	02/06/2022 09:50:52	REC	PE	
8641366	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR O CADASTRO DA QTDE DE TOMADAS LÓGICAS DOS PATCH PANELS DE DADOS, VOZ E SEGURANÇA DOS RACS DA SALA ONLINE E SUA DATA DE INSTALAÇÃO. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		0550001400040	GRPE-000004	Contratado	0550.00	BOM CONSELHO	TR-GARANHUNS	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:49:54		3		00037/2018	02/06/2022 09:49:54	REC	PE	
8641356	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR O CADASTRO DA QTDE DE TOMADAS LÓGICAS DOS PATCH PANELS DE DADOS, VOZ E SEGURANÇA DOS RACS DA SALA ONLINE E SUA DATA DE INSTALAÇÃO. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		0537001400040	GRPE-000004	Contratado	0537.00	SAO BENTO DO UNA	TR-CARUARU	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:49:53		2		00037/2018	02/06/2022 09:49:53	REC	PE	
8641265	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR O CADASTRO DA QTDE DE TOMADAS LÓGICAS DOS PATCH PANELS DE DADOS, VOZ E SEGURANÇA DOS RACS DA SALA ONLINE E SUA DATA DE INSTALAÇÃO. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		0446001400040	GRPE-000004	Contratado	0446.00	TIMBAUBA	TR-GOIANA	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:49:25		3		00037/2018	02/06/2022 09:49:26	REC	PE	
8641027	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR O CADASTRO DA QTDE DE TOMADAS LÓGICAS DOS PATCH PANELS DE DADOS, VOZ E SEGURANÇA DOS RACS DA SALA ONLINE E SUA DATA DE INSTALAÇÃO. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		0233001400040	GRPE-000004	Contratado	0233.00	VITORIA SANTO ANTAO	TR-GRAVATA	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:47:42		2		00037/2018	02/06/2022 09:47:42	REC	PE	
8640672	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		7802341400030	GRPE-000003	Contratado	7802.34	CORREIOS BONGI	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:46:01		4		00037/2018	02/06/2022 09:46:01	REC	PE	
8640671	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		7802281400030	GRPE-000003	Contratado	7802.28	MEX-C P O R-PE	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:46:01		4		00037/2018	02/06/2022 09:46:01	REC	PE	
8640670	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		7802221400030	GRPE-000003	Contratado	7802.22	MINISTERIO PUBLICO	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:46:01		4		00037/2018	02/06/2022 09:46:01	REC	PE	
8640669	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		7802211400030	GRPE-000003	Contratado	7802.21	PROCURADORIA REG.	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:46:01		4		00037/2018	02/06/2022 09:46:01	REC	PE	
8640668	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		7802191400030	GRPE-000003	Contratado	7802.19	PROCURADORIA II	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:46:00		4		00037/2018	02/06/2022 09:46:01	REC	PE	
8640667	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		7802181400030	GRPE-000003	Contratado	7802.18	PROCURADORIA JUSTICA	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:46:00		4		00037/2018	02/06/2022 09:46:00	REC	PE	
8640666	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		7802171400030	GRPE-000003	Contratado	7802.17	TCE-PE	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:46:00		4		00037/2018	02/06/2022 09:46:00	REC	PE	
8640665	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		7802051400030	GRPE-000003	Contratado	7802.05	AABB-RECIFE	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Suspenso	01/06/2022 09:46:00		4		00037/2018	02/06/2022 09:46:00	REC	PE	
8640664	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		7802041400030	GRPE-000003	Contratado	7802.04	ETC-EXECUTIVE TRADE	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:46:00		4		00037/2018	02/06/2022 09:46:00	REC	PE	
8640663	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		7802021400030	GRPE-000003	Contratado	7802.02	HOSP.GETULIO VARGAS	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Suspenso	01/06/2022 09:46:00		4		00037/2018	02/06/2022 09:46:00	REC	PE	
8640662	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		7802011400030	GRPE-000003	Contratado	7802.01	SERPRO-RECIFE	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Suspenso	01/06/2022 09:46:00		4		00037/2018	02/06/2022 09:46:00	REC	PE	
8640517	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		4890081400030	GRPE-000003	Contratado	4890.08	ALT-CHESF	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:45:31		4		00037/2018	02/06/2022 09:45:31	REC	PE	
8640516	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		4890071400030	GRPE-000003	Contratado	4890.07	ALT-CID.UNIVERSITARI	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:45:31		4		00037/2018	02/06/2022 09:45:31	REC	PE	
8640515	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		4890061400030	GRPE-000003	Contratado	4890.06	ALT-ESPINHEIRO	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:45:31		4		00037/2018	02/06/2022 09:45:31	REC	PE	
8640514	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		4890051400030	GRPE-000003	Contratado	4890.05	ALT-TAMARINEIRA	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:45:30		4		00037/2018	02/06/2022 09:45:30	REC	PE	
8640513	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		4890041400030	GRPE-000003	Contratado	4890.04	ALT-CASA AMARELA	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:45:30		4		00037/2018	02/06/2022 09:45:30	REC	PE	
8640512	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		4890031400030	GRPE-000003	Contratado	4890.03	ALT-CAXANGA	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:45:30		4		00037/2018	02/06/2022 09:45:30	REC	PE	
8640367	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		3237011400030	GRPE-000003	Contratado	3237.01	ALT-DANTAS BARRETO	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:44:47		4		00037/2018	02/06/2022 09:44:47	REC	PE	
8640366	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		3234171400030	GRPE-000003	Contratado	3234.17	TRT-PE-FORUM TRAB	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:44:47		4		00037/2018	02/06/2022 09:44:47	REC	PE	
8640364	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		3234151400030	GRPE-000003	Contratado	3234.15	TRT-PE	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:44:47		4		00037/2018	02/06/2022 09:44:47	REC	PE	
8640315	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		2889031400030	GRPE-000003	Contratado	2889.03	MEX-C M NE	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:44:41		4		00037/2018	02/06/2022 09:44:42	REC	PE	
8640314	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		2889011400030	GRPE-000003	Contratado	2889.01	CONAB-PE	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:44:41		4		00037/2018	02/06/2022 09:44:41	REC	PE	
8640259	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		2365131400030	GRPE-000003	Contratado	2365.13	MEX-7.G A C	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:44:26		4		00037/2018	02/06/2022 09:44:26	REC	PE	
8640213	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		1833041400030	GRPE-000003	Contratado	1833.04	CBTU-AREIAS	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:44:20		4		00037/2018	02/06/2022 09:44:20	REC	PE	
8640115	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		1120011400030	GRPE-000003	Contratado	1120.01	SAO BENEDITO DO SUL	TR-GARANHUNS	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:43:58		4		00037/2018	02/06/2022 09:43:58	REC	PE	
8640085	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		0821071400030	GRPE-000003	Contratado	0821.07	FORUM PAULISTA	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:43:54		4		00037/2018	02/06/2022 09:43:54	REC	PE	
8640000	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		0325091400030	GRPE-000003	Contratado	0325.09	INSS-PE-TANCREDO NEV	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:43:24		4		00037/2018	02/06/2022 09:43:24	REC	PE	
8639902	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		0069161400030	GRPE-000003	Contratado	0069.16	PREF.MUN.JUAZEIRO	TR-PETROLINA	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:42:57		4		00037/2018	02/06/2022 09:42:57	REC	BA	
8639870	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		0007651400030	GRPE-000003	Contratado	0007.65	DEL.MIN.FAZENDA-PE	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:42:53		4		00037/2018	02/06/2022 09:42:53	REC	PE	
8639844	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		8573001400030	GRPE-000003	Contratado	8573.00	EMPRESA VS FRANCISCO	TR-PETROLINA	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:42:35		4		00037/2018	02/06/2022 09:42:35	REC	PE	
8639813	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		8973001400030	GRPE-000003	Contratado	8973.00	PRIVATE RECIFE	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:42:31		4		00037/2018	02/06/2022 09:42:32	REC	PE	
8639796	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		8633001400030	GRPE-000003	Contratado	8633.00	ESTILO PARNAMIRIM	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:42:29		4		00037/2018	02/06/2022 09:42:30	REC	PE	
8639265	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		5898001400030	GRPE-000003	Contratado	5898.00	HELIOPOLIS	TR-GARANHUNS	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:40:27		4		00037/2018	02/06/2022 09:40:27	REC	PE	
8639240	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		5816001400030	GRPE-000003	Contratado	5816.00	IPUTINGA	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:40:24		4		00037/2018	02/06/2022 09:40:24	REC	PE	
8639199	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		5755001400030	GRPE-000003	Contratado	5755.00	ESTILO ILHA DO LEITE	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:40:09		4		00037/2018	02/06/2022 09:40:09	REC	PE	
8639195	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		5742001400030	GRPE-000003	Contratado	5742.00	SHOPPING DIFUSORA	TR-CARUARU	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:40:09		4		00037/2018	02/06/2022 09:40:09	REC	PE	
8639194	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		5740001400030	GRPE-000003	Contratado	5740.00	ENCRUZILHADA	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:40:08		4		00037/2018	02/06/2022 09:40:09	REC	PE	
8639017	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		4997001400030	GRPE-000003	Contratado	4997.00	PRINCESA DO AGRESTE	TR-CARUARU	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Suspenso	01/06/2022 09:39:21		4		00037/2018	02/06/2022 09:39:21	REC	PE	
8638862	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		4637001400030	GRPE-000003	Contratado	4637.00	TORITAMA	TR-CARUARU	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:38:50		4		00037/2018	02/06/2022 09:38:50	REC	PE	
8638849	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		4623001400030	GRPE-000003	Contratado	4623.00	SOBRADINHO-BA	TR-PETROLINA	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:38:49		4		00037/2018	02/06/2022 09:38:49	REC	BA	
8638655	Cadastro de Equipamentos	#CADASTRO DE EQPTOS: REALIZAR CADASTRO DOS BEM DOS EQPTOS NO-BREAKS ATÉ 2KVA E SEUS RESPECTIVOS BANCOS DE BATERIAS. ALIMENTAR INFORMAÇÕES E FOTOS DO Nº DO BEM (SE HOUVER) NO CMA3.0		4357001400030	GRPE-000003	Contratado	4357.00	CHESF	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/06/2022 09:37:36		4		00037/2018	02/06/2022 09:37:36	REC	PE	
